frame,timestamp,cx,cy,bbox_x,bbox_y,bbox_w,bbox_h,fps,confidence,tracking_status
1841,1768440664.2613673,,,,,,,8.06,,lost
1842,1768440664.4552996,,,,,,,8.06,,lost
1843,1768440664.6436267,,,,,,,8.13,,lost
1844,1768440664.82773,,,,,,,8.09,,lost
1845,1768440664.9976184,,,,,,,8.15,,lost
1846,1768440665.1911492,,,,,,,8.11,,lost
1847,1768440665.3761647,,,,,,,8.11,,lost
1848,1768440665.5410872,,,,,,,8.11,,lost
1849,1768440665.7130606,,,,,,,8.17,,lost
1850,1768440665.8967347,,,,,,,8.11,,lost
1851,1768440666.1139767,,,,,,,8.06,,lost
1852,1768440666.3086793,,,,,,,8.03,,lost
1853,1768440666.5150795,,,,,,,8.08,,lost
1854,1768440666.6639233,,,,,,,8.14,,lost
1855,1768440666.8159456,,,,,,,8.19,,lost
1856,1768440666.9570591,,,,,,,8.26,,lost
1857,1768440667.1222467,,,,,,,8.29,,lost
1858,1768440667.3209462,,,,,,,8.37,,lost
1859,1768440667.503347,,,,,,,8.34,,lost
1860,1768440667.6533422,,,,,,,8.43,,lost
1861,1768440667.8138332,,,,,,,8.47,,lost
1862,1768440668.005463,,,,,,,8.44,,lost
1863,1768440668.1813736,,,,,,,8.47,,lost
1864,1768440668.3650622,,,,,,,8.46,,lost
1865,1768440668.5440679,,,,,,,8.53,,lost
1866,1768440668.7246773,,,,,,,8.62,,lost
1867,1768440668.9183848,,,,,,,8.52,,lost
1868,1768440669.1180391,,,,,,,8.47,,lost
1869,1768440669.272224,,,,,,,8.53,,lost
1870,1768440669.446215,,,,,,,8.66,,lost
1871,1768440669.5989997,,,,,,,8.70,,lost
1872,1768440669.767137,,,,,,,8.74,,lost
1873,1768440669.9680345,,,,,,,8.73,,lost
1874,1768440670.1448035,,,,,,,8.77,,lost
1875,1768440670.3103344,,,,,,,8.76,,lost
1876,1768440670.5537777,,,,,,,8.67,,lost
1877,1768440670.7227283,,,,,,,8.68,,lost
1878,1768440670.8900888,,,,,,,8.67,,lost
1879,1768440671.0757394,,,,,,,8.62,,lost
1880,1768440671.2613587,,,,,,,8.67,,lost
1881,1768440671.4304156,,,,,,,8.75,,lost
1882,1768440671.579686,,,,,,,8.85,,lost
1883,1768440671.7482562,,,,,,,8.87,,lost
1884,1768440671.9623914,,,,,,,8.73,,lost
1885,1768440672.1748142,,,,,,,8.65,,lost
1886,1768440672.3590884,,,,,,,8.55,,lost
1887,1768440672.5662036,,,,,,,8.50,,lost
1888,1768440672.7367358,,,,,,,8.56,,lost
1889,1768440672.8950188,,,,,,,8.60,,lost
1890,1768440673.0697749,,,,,,,8.55,,lost
1891,1768440673.2368279,,,,,,,8.54,,lost
1892,1768440673.4190218,,,,,,,8.57,,lost
1893,1768440673.5965238,,,,,,,8.58,,lost
1894,1768440673.7777324,,,,,,,8.59,,lost
1895,1768440673.9576364,,,,,,,8.56,,lost
1896,1768440674.1445675,,,,,,,8.54,,lost
1897,1768440674.3368077,,,,,,,8.52,,lost
1898,1768440674.5360854,,,,,,,8.50,,lost
1899,1768440674.7363746,,,,,,,8.44,,lost
1900,1768440674.9348066,,,,,,,8.43,,lost
1901,1768440675.0950599,,,,,,,8.41,,lost
1902,1768440675.2529485,,,,,,,8.44,,lost
1903,1768440675.4387512,,,,,,,8.46,,lost
1904,1768440675.6188555,,,,,,,8.47,,lost
1905,1768440675.8176725,,,,,,,8.41,,lost
1906,1768440676.0302527,,,,,,,8.47,,lost
1907,1768440676.226912,,,,,,,8.40,,lost
1908,1768440676.4305756,,,,,,,8.34,,lost
1909,1768440676.6323545,,,,,,,8.34,,lost
1910,1768440676.828243,,,,,,,8.29,,lost
1911,1768440677.0260026,,,,,,,8.27,,lost
1912,1768440677.2240765,,,,,,,8.20,,lost
1913,1768440677.4120612,,,,,,,8.20,,lost
1914,1768440677.5962715,,,,,,,8.27,,lost
1915,1768440677.7991369,,,,,,,8.24,,lost
1916,1768440677.9721751,,,,,,,8.27,,lost
1917,1768440678.18402,,,,,,,8.27,,lost
1918,1768440678.3749542,,,,,,,8.25,,lost
1920,1768440678.7053654,,,,,,,8.23,,lost
1922,1768440679.066699,,,,,,,8.20,,lost
1923,1768440679.226577,,,,,,,8.24,,lost
1924,1768440679.4303346,,,,,,,8.17,,lost
1925,1768440679.5861409,,,,,,,8.23,,lost
1926,1768440679.7560692,,,,,,,8.29,,lost
1927,1768440679.9044907,,,,,,,8.38,,lost
1928,1768440680.0480506,,,,,,,8.47,,lost
1929,1768440680.1849318,,,,,,,8.56,,lost
1930,1768440680.331179,,,,,,,8.60,,lost
1931,1768440680.4841995,,,,,,,8.59,,lost
1932,1768440680.6523216,,,,,,,8.55,,lost
1933,1768440680.818874,,,,,,,8.53,,lost
1934,1768440680.9844894,,,,,,,8.52,,lost
1935,1768440681.1460133,,,,,,,8.60,,lost
1936,1768440681.3107011,,,,,,,8.66,,lost
1937,1768440681.4792292,,,,,,,8.73,,lost
1938,1768440681.6670687,,,,,,,8.75,,lost
1939,1768440681.8480802,,,,,,,8.79,,lost
1940,1768440682.0148408,,,,,,,8.84,,lost
1941,1768440682.2120683,,,,,,,8.85,,lost
1942,1768440682.3995,,,,,,,8.86,,lost
1943,1768440682.6251729,,,,,,,8.79,,lost
1944,1768440682.8239796,,,,,,,8.78,,lost
1945,1768440683.0213785,,,,,,,8.79,,lost
1946,1768440683.2139952,,,,,,,8.82,,lost
1947,1768440683.4037147,,,,,,,8.85,,lost
1948,1768440683.6038494,,,,,,,8.81,,lost
1949,1768440683.7806406,,,,,,,8.84,,lost
1950,1768440683.9684515,,,,,,,8.80,,lost
1951,1768440684.1162345,,,,,,,8.88,,lost
1952,1768440684.2889707,,,,,,,8.87,,lost
1953,1768440684.4370265,,,,,,,8.86,,lost
1954,1768440684.5882325,,,,,,,8.98,,lost
1955,1768440684.783917,,,,,,,8.95,,lost
1956,1768440684.9288774,,,,,,,8.98,,lost
1957,1768440685.0792115,,,,,,,8.99,,lost
1958,1768440685.252983,,,,,,,8.94,,lost
1959,1768440685.3991046,,,,,,,8.92,,lost
1960,1768440685.5681882,,,,,,,8.87,,lost
1961,1768440685.72306,,,,,,,8.89,,lost
1962,1768440685.8843455,,,,,,,8.91,,lost
1963,1768440686.0865414,,,,,,,8.90,,lost
1964,1768440686.2692378,,,,,,,8.89,,lost
1965,1768440686.4514594,,,,,,,8.82,,lost
1966,1768440686.6460636,,,,,,,8.80,,lost
1967,1768440686.8235307,,,,,,,8.80,,lost
1968,1768440686.9894557,,,,,,,8.84,,lost
1969,1768440687.1961794,,,,,,,8.76,,lost
1970,1768440687.4121013,,,,,,,8.69,,lost
1971,1768440687.6144884,,,,,,,8.65,,lost
1972,1768440687.7864769,,,,,,,8.66,,lost
1973,1768440687.97499,,,,,,,8.69,,lost
1974,1768440688.1906853,,,,,,,8.66,,lost
1975,1768440688.361135,,,,,,,8.74,,lost
1976,1768440688.5281792,,,,,,,8.74,,lost
1977,1768440688.693113,,,,,,,8.82,,lost
1978,1768440688.9030566,,,,,,,8.80,,lost
1979,1768440689.084864,,,,,,,8.77,,lost
1980,1768440689.3163087,,,,,,,8.75,,lost
1981,1768440689.5179877,,,,,,,8.69,,lost
1982,1768440689.6944828,,,,,,,8.71,,lost
1983,1768440689.8520284,,,,,,,8.71,,lost
1984,1768440690.0060105,,,,,,,8.71,,lost
1985,1768440690.1703787,,,,,,,8.72,,lost
1986,1768440690.3399906,,,,,,,8.69,,lost
1987,1768440690.4874892,,,,,,,8.68,,lost
1988,1768440690.6821144,,,,,,,8.66,,lost
1989,1768440690.8556483,,,,,,,8.62,,lost
1990,1768440691.0779843,,,,,,,8.58,,lost
1991,1768440691.2846472,,,,,,,8.49,,lost
1992,1768440691.4726775,,,,,,,8.43,,lost
1993,1768440691.6556828,,,,,,,8.47,,lost
1994,1768440691.8640568,,,,,,,8.42,,lost
1995,1768440692.0759318,,,,,,,8.43,,lost
1996,1768440692.2770998,,,,,,,8.40,,lost
1997,1768440692.4781373,,,,,,,8.32,,lost
1998,1768440692.6680713,,,,,,,8.31,,lost
1999,1768440692.828812,,,,,,,8.39,,lost
2000,1768440692.9990666,,,,,,,8.47,,lost
2001,1768440693.1525698,,,,,,,8.56,,lost
2002,1768440693.3209713,,,,,,,8.61,,lost
2003,1768440693.4693244,,,,,,,8.67,,lost
2004,1768440693.634077,,,,,,,8.74,,lost
2005,1768440693.8563678,,,,,,,8.63,,lost
2006,1768440694.044753,,,,,,,8.59,,lost
2007,1768440694.2343616,,,,,,,8.52,,lost
2008,1768440694.4314978,,,,,,,8.56,,lost
2009,1768440694.6302176,,,,,,,8.54,,lost
2010,1768440694.8025162,,,,,,,8.60,,lost
2011,1768440694.9901795,,,,,,,8.61,,lost
2012,1768440695.1669924,,,,,,,8.59,,lost
2013,1768440695.3597846,,,,,,,8.53,,lost
2014,1768440695.5668662,,,,,,,8.45,,lost
2015,1768440695.785848,,,,,,,8.40,,lost
2016,1768440695.9665186,,,,,,,8.36,,lost
2017,1768440696.1841981,,,,,,,8.23,,lost
2018,1768440696.3747504,,,,,,,8.19,,lost
2019,1768440696.5516474,,,,,,,8.18,,lost
2020,1768440696.7455304,,,,,,,8.23,,lost
2021,1768440696.911259,,,,,,,8.28,,lost
2022,1768440697.065224,,,,,,,8.36,,lost
2023,1768440697.2166133,,,,,,,8.39,,lost
2024,1768440697.3540547,,,,,,,8.49,,lost
2025,1768440697.4830241,,,,,,,8.57,,lost
2026,1768440697.6800644,,,,,,,8.58,,lost
2027,1768440697.863299,,,,,,,8.64,,lost
2028,1768440698.0815055,,,,,,,8.61,,lost
2029,1768440698.28525,,,,,,,8.54,,lost
2030,1768440698.4550023,,,,,,,8.52,,lost
2031,1768440698.666674,,,,,,,8.44,,lost
2032,1768440698.8291252,,,,,,,8.44,,lost
2033,1768440699.0038667,,,,,,,8.39,,lost
2034,1768440699.2396705,,,,,,,8.32,,lost
2035,1768440699.402057,,,,,,,8.42,,lost
2036,1768440699.6075068,,,,,,,8.42,,lost
2037,1768440699.785868,,,,,,,8.46,,lost
2038,1768440699.9522707,,,,,,,8.50,,lost
2039,1768440700.1616557,,,,,,,8.46,,lost
2041,1768440700.550469,,,,,,,8.45,,lost
2042,1768440700.7340846,,,,,,,8.46,,lost
2043,1768440700.9541888,,,,,,,8.48,,lost
2044,1768440701.1572978,,,,,,,8.50,,lost
2045,1768440701.3496428,,,,,,,8.49,,lost
2046,1768440701.5477319,,,,,,,8.48,,lost
2047,1768440701.761667,,,,,,,8.53,,lost
2048,1768440701.9481878,,,,,,,8.57,,lost
2049,1768440702.1017747,,,,,,,8.63,,lost
2050,1768440702.2630556,,,,,,,8.64,,lost
2051,1768440702.4435472,,,,,,,8.63,,lost
2052,1768440702.5761416,,,,,,,8.65,,lost
2053,1768440702.7582536,,,,,,,8.55,,lost
2054,1768440702.968447,,,,,,,8.46,,lost
2055,1768440703.1513107,,,,,,,8.39,,lost
2057,1768440703.488623,,,,,,,8.44,,lost
2058,1768440703.7280767,,,,,,,8.49,,lost
2059,1768440703.892473,,,,,,,8.59,,lost
2060,1768440704.0549545,,,,,,,8.61,,lost
2061,1768440704.199609,,,,,,,8.69,,lost
2062,1768440704.3399837,,,,,,,8.72,,lost
2063,1768440704.4835446,,,,,,,8.79,,lost
2064,1768440704.6334255,,,,,,,8.88,,lost
2065,1768440704.8013303,,,,,,,8.88,,lost
2066,1768440704.9669626,,,,,,,8.92,,lost
2067,1768440705.152316,,,,,,,8.90,,lost
2068,1768440705.3934393,,,,,,,8.77,,lost
2069,1768440705.5668094,,,,,,,8.85,,lost
2070,1768440705.76615,,,,,,,8.87,,lost
2071,1768440705.9768384,,,,,,,8.82,,lost
2072,1768440706.1579332,,,,,,,8.86,,lost
2073,1768440706.3420393,,,,,,,8.86,,lost
2074,1768440706.564517,,,,,,,8.86,,lost
2075,1768440706.7597103,,,,,,,8.87,,lost
2076,1768440706.953088,,,,,,,8.84,,lost
2077,1768440707.146175,,,,,,,8.87,,lost
2078,1768440707.3407738,,,,,,,8.87,,lost
2079,1768440707.5608528,,,,,,,8.78,,lost
2080,1768440707.7700722,,,,,,,8.71,,lost
2081,1768440707.9388435,,,,,,,8.76,,lost
2082,1768440708.119055,,,,,,,8.71,,lost
2083,1768440708.2927322,,,,,,,8.78,,lost
2084,1768440708.4664574,,,,,,,8.83,,lost
2085,1768440708.6579683,,,,,,,8.79,,lost
2086,1768440708.8600647,,,,,,,8.78,,lost
2087,1768440709.0698307,,,,,,,8.69,,lost
2089,1768440709.4519315,,,,,,,8.57,,lost
2090,1768440709.6255896,,,,,,,8.55,,lost
2091,1768440709.797739,,,,,,,8.53,,lost
2092,1768440709.9611683,,,,,,,8.46,,lost
2093,1768440710.1688087,,,,,,,8.31,,lost
2094,1768440710.3832998,,,,,,,8.20,,lost
2095,1768440710.5712008,,,,,,,8.19,,lost
2096,1768440710.7640502,,,,,,,8.12,,lost
2097,1768440710.956594,,,,,,,8.07,,lost
2098,1768440711.1347823,,,,,,,8.19,,lost
2099,1768440711.295682,,,,,,,8.21,,lost
2101,1768440711.6828725,,,,,,,8.17,,lost
2105,1768440712.4110866,,,,,,,8.13,,lost
2121,1768440715.06891,,,,,,,8.72,,lost
2122,1768440715.2409139,,,,,,,8.75,,lost
2130,1768440716.5263014,,,,,,,9.21,,lost
2131,1768440716.7150393,,,,,,,9.27,,lost
2134,1768440717.1855464,,,,,,,9.43,,lost
2135,1768440717.3868105,,,,,,,9.36,,lost
2136,1768440717.5462031,,,,,,,9.50,,lost
2137,1768440717.7316442,,,,,,,9.55,,lost
2138,1768440717.8819237,,,,,,,9.57,,lost
2139,1768440718.0245023,,,,,,,9.61,,lost
2140,1768440718.1851091,,,,,,,9.57,,lost
2141,1768440718.3280637,,,,,,,9.68,,lost
2167,1768440723.0020506,,,,,,,8.83,,lost
2183,1768440725.9529684,,,,,,,8.46,,lost
2185,1768440726.2983024,,,,,,,8.50,,lost
2187,1768440726.610055,,,,,,,8.55,,lost
2196,1768440728.064339,,,,,,,8.93,,lost
2197,1768440728.2151887,,,,,,,9.03,,lost
2200,1768440728.648125,,,,,,,9.07,,lost
2201,1768440728.8014352,,,,,,,9.12,,lost
2202,1768440728.995111,,,,,,,9.03,,lost
2203,1768440729.1745596,,,,,,,9.09,,lost
2204,1768440729.3869183,,,,,,,9.00,,lost
2206,1768440729.8050928,,,,,,,9.00,,lost
2207,1768440729.9825325,,,,,,,9.00,,lost
2208,1768440730.1468349,,,,,,,8.97,,lost
2209,1768440730.317581,,,,,,,9.03,,lost
2210,1768440730.4895446,,,,,,,9.05,,lost
2211,1768440730.6753702,,,,,,,9.15,,lost
2212,1768440730.8669505,,,,,,,9.19,,lost
2214,1768440731.251777,,,,,,,9.06,,lost
2215,1768440731.4495862,,,,,,,9.03,,lost
2216,1768440731.6172662,,,,,,,9.00,,lost
2217,1768440731.8407476,,,,,,,8.82,,lost
2218,1768440732.038113,,,,,,,8.79,,lost
2219,1768440732.2350287,,,,,,,8.76,,lost
2220,1768440732.436434,,,,,,,8.69,,lost
2221,1768440732.6646163,,,,,,,8.53,,lost
2222,1768440732.8591459,,,,,,,8.41,,lost
2223,1768440733.0602458,,,,,,,8.32,,lost
2224,1768440733.2306519,,,,,,,8.33,,lost
2225,1768440733.4280477,,,,,,,8.37,,lost
2226,1768440733.6146066,,,,,,,8.30,,lost
2227,1768440733.7765534,,,,,,,8.29,,lost
2228,1768440733.9246607,,,,,,,8.26,,lost
2229,1768440734.0603545,,,,,,,8.25,,lost
2230,1768440734.212136,,,,,,,8.23,,lost
2231,1768440734.3830857,,,,,,,8.21,,lost
2232,1768440734.582158,,,,,,,8.20,,lost
2233,1768440734.752498,,,,,,,8.20,,lost
2234,1768440734.9369113,,,,,,,8.23,,lost
2235,1768440735.1550038,,,,,,,8.18,,lost
2236,1768440735.3305998,,,,,,,8.26,,lost
2237,1768440735.5200963,,,,,,,8.21,,lost
2238,1768440735.6915069,,,,,,,8.20,,lost
2239,1768440735.8734424,,,,,,,8.14,,lost
2240,1768440736.0568027,,,,,,,8.20,,lost
2241,1768440736.1964746,,,,,,,8.25,,lost
2242,1768440736.3443756,,,,,,,8.31,,lost
2243,1768440736.5256371,,,,,,,8.28,,lost
2244,1768440736.6716855,,,,,,,8.36,,lost
2245,1768440736.8333886,,,,,,,8.42,,lost
2246,1768440736.969208,,,,,,,8.48,,lost
