frame,timestamp,cx,cy,bbox_x,bbox_y,bbox_w,bbox_h,fps,confidence,tracking_status
968,1768440513.6279123,,,,,,,9.75,,lost
969,1768440513.759799,,,,,,,9.78,,lost
970,1768440513.8958585,,,,,,,9.82,,lost
971,1768440514.038306,,,,,,,9.96,,lost
972,1768440514.1730573,,,,,,,9.99,,lost
973,1768440514.3077812,,,,,,,10.11,,lost
974,1768440514.4549034,,,,,,,10.14,,lost
975,1768440514.5928707,,,,,,,10.14,,lost
976,1768440514.739106,,,,,,,10.22,,lost
977,1768440514.8769672,,,,,,,10.25,,lost
978,1768440515.021381,,,,,,,10.31,,lost
979,1768440515.1830592,,,,,,,10.36,,lost
980,1768440515.3600316,,,,,,,10.31,,lost
981,1768440515.5429876,,,,,,,10.23,,lost
982,1768440515.7389555,,,,,,,10.10,,lost
983,1768440515.9150498,,,,,,,10.02,,lost
984,1768440516.0729222,,,,,,,9.92,,lost
985,1768440516.2366614,,,,,,,9.94,,lost
986,1768440516.4126043,,,,,,,9.93,,lost
987,1768440516.5800312,,,,,,,10.01,,lost
988,1768440516.7398205,,,,,,,9.99,,lost
989,1768440516.9113333,,,,,,,9.94,,lost
990,1768440517.0942423,,,,,,,9.86,,lost
991,1768440517.2669907,,,,,,,9.76,,lost
992,1768440517.4482296,,,,,,,9.73,,lost
993,1768440517.6377459,,,,,,,9.70,,lost
994,1768440517.8207443,,,,,,,9.63,,lost
995,1768440517.9765635,,,,,,,9.61,,lost
997,1768440518.2820034,,,,,,,9.53,,lost
998,1768440518.475241,,,,,,,9.40,,lost
999,1768440518.6643867,,,,,,,9.31,,lost
1000,1768440518.8644917,,,,,,,9.17,,lost
1001,1768440519.0404782,,,,,,,9.06,,lost
1002,1768440519.218272,,,,,,,8.99,,lost
1003,1768440519.4119537,,,,,,,8.89,,lost
1004,1768440519.5847154,,,,,,,8.85,,lost
1005,1768440519.7630208,,,,,,,8.78,,lost
1006,1768440519.9268167,,,,,,,8.74,,lost
1007,1768440520.0878756,,,,,,,8.71,,lost
1008,1768440520.2433488,,,,,,,8.72,,lost
1009,1768440520.4014084,,,,,,,8.72,,lost
1010,1768440520.5412955,,,,,,,8.82,,lost
1011,1768440520.7013922,,,,,,,8.81,,lost
1012,1768440520.90326,,,,,,,8.77,,lost
1013,1768440521.093293,,,,,,,8.75,,lost
1014,1768440521.2676249,,,,,,,8.75,,lost
1015,1768440521.4700527,,,,,,,8.65,,lost
1016,1768440521.6280723,,,,,,,8.68,,lost
1018,1768440521.9191782,,,,,,,8.70,,lost
1019,1768440522.1216502,,,,,,,8.58,,lost
1020,1768440522.295914,,,,,,,8.63,,lost
1021,1768440522.4322462,,,,,,,8.70,,lost
1022,1768440522.5863097,,,,,,,8.78,,lost
1023,1768440522.7342088,,,,,,,8.87,,lost
1024,1768440522.900865,,,,,,,8.92,,lost
1025,1768440523.0462618,,,,,,,8.94,,lost
1026,1768440523.230572,,,,,,,8.89,,lost
1027,1768440523.409278,,,,,,,8.89,,lost
1028,1768440523.5615985,,,,,,,8.98,,lost
1030,1768440523.8890674,,,,,,,9.09,,lost
1032,1768440524.2071786,,,,,,,9.17,,lost
1033,1768440524.3601196,,,,,,,9.25,,lost
1051,1768440527.2944984,,,,,,,9.49,,lost
1055,1768440527.9204895,,,,,,,9.49,,lost
1056,1768440528.107539,,,,,,,9.44,,lost
1057,1768440528.2627382,,,,,,,9.47,,lost
1058,1768440528.4740088,,,,,,,9.33,,lost
1061,1768440529.010126,,,,,,,9.21,,lost
1062,1768440529.1938066,,,,,,,9.21,,lost
1064,1768440529.5565152,,,,,,,9.11,,lost
1065,1768440529.7527606,,,,,,,9.05,,lost
1066,1768440529.9510372,,,,,,,8.93,,lost
1067,1768440530.156281,,,,,,,8.78,,lost
1068,1768440530.3195243,,,,,,,8.83,,lost
1069,1768440530.5052755,,,,,,,8.76,,lost
1070,1768440530.663361,,,,,,,8.82,,lost
1071,1768440530.8157508,,,,,,,8.87,,lost
1072,1768440530.9860532,,,,,,,8.92,,lost
1073,1768440531.1335952,,,,,,,8.94,,lost
1074,1768440531.326757,,,,,,,8.83,,lost
1075,1768440531.5350966,,,,,,,8.76,,lost
1076,1768440531.6823568,,,,,,,8.77,,lost
1077,1768440531.8788671,,,,,,,8.66,,lost
1078,1768440532.0734818,,,,,,,8.69,,lost
1079,1768440532.2568483,,,,,,,8.67,,lost
1080,1768440532.444259,,,,,,,8.62,,lost
1081,1768440532.6302094,,,,,,,8.58,,lost
1082,1768440532.797692,,,,,,,8.53,,lost
1083,1768440532.9465406,,,,,,,8.56,,lost
1084,1768440533.0898628,,,,,,,8.55,,lost
1085,1768440533.236633,,,,,,,8.57,,lost
1086,1768440533.426119,,,,,,,8.61,,lost
1087,1768440533.6144547,,,,,,,8.53,,lost
1088,1768440533.7566667,,,,,,,8.65,,lost
1091,1768440534.188116,,,,,,,8.85,,lost
1092,1768440534.3214538,,,,,,,8.90,,lost
1093,1768440534.4636493,,,,,,,8.96,,lost
1094,1768440534.672608,,,,,,,8.90,,lost
1095,1768440534.8616924,,,,,,,8.89,,lost
1096,1768440535.0718787,,,,,,,8.86,,lost
1097,1768440535.2705128,,,,,,,8.90,,lost
1098,1768440535.4456189,,,,,,,8.83,,lost
1099,1768440535.637117,,,,,,,8.83,,lost
1100,1768440535.7959058,,,,,,,8.84,,lost
1101,1768440535.934176,,,,,,,8.85,,lost
1102,1768440536.0799344,,,,,,,8.87,,lost
1103,1768440536.2272885,,,,,,,8.88,,lost
1104,1768440536.3748832,,,,,,,8.98,,lost
1105,1768440536.5286222,,,,,,,9.07,,lost
1106,1768440536.6937165,,,,,,,9.02,,lost
1107,1768440536.8386843,,,,,,,9.17,,lost
1109,1768440537.1452706,,,,,,,9.29,,lost
1110,1768440537.3125432,,,,,,,9.32,,lost
1111,1768440537.4585266,,,,,,,9.38,,lost
1112,1768440537.6127467,,,,,,,9.41,,lost
1115,1768440538.1065567,,,,,,,9.33,,lost
1116,1768440538.2445798,,,,,,,9.42,,lost
1117,1768440538.4535434,,,,,,,9.49,,lost
1118,1768440538.616313,,,,,,,9.44,,lost
1119,1768440538.7476132,,,,,,,9.44,,lost
1121,1768440539.059098,,,,,,,9.36,,lost
1122,1768440539.2104204,,,,,,,9.33,,lost
1123,1768440539.394427,,,,,,,9.20,,lost
1124,1768440539.5798156,,,,,,,9.28,,lost
1125,1768440539.7239404,,,,,,,9.37,,lost
1126,1768440539.884087,,,,,,,9.49,,lost
1128,1768440540.2380676,,,,,,,9.57,,lost
1141,1768440542.3654795,,,,,,,9.25,,lost
1142,1768440542.5486681,,,,,,,9.21,,lost
1143,1768440542.7228734,,,,,,,9.19,,lost
1156,1768440544.8678832,,,,,,,9.07,,lost
1157,1768440545.0340593,,,,,,,9.08,,lost
1159,1768440545.3599803,,,,,,,9.20,,lost
1160,1768440545.553965,,,,,,,9.20,,lost
1183,1768440549.5687149,,,,,,,8.82,,lost
1196,1768440551.8088138,,,,,,,8.72,,lost
1197,1768440551.9820678,,,,,,,8.70,,lost
1198,1768440552.178551,,,,,,,8.63,,lost
1199,1768440552.3636703,,,,,,,8.61,,lost
1200,1768440552.5410688,,,,,,,8.58,,lost
1212,1768440554.6917455,,,,,,,8.54,,lost
1214,1768440554.9750717,,,,,,,8.60,,lost
1215,1768440555.106584,,,,,,,8.61,,lost
1246,1768440560.470145,,,,,,,8.68,,lost
1251,1768440561.3675299,,,,,,,8.62,,lost
1259,1768440562.6568384,,,,,,,8.83,,lost
1260,1768440562.7876241,,,,,,,8.84,,lost
1261,1768440562.992312,,,,,,,8.78,,lost
1262,1768440563.2187347,,,,,,,8.74,,lost
1263,1768440563.3958042,,,,,,,8.71,,lost
1264,1768440563.5638108,,,,,,,8.67,,lost
1265,1768440563.737231,,,,,,,8.65,,lost
1266,1768440563.945901,,,,,,,8.56,,lost
1267,1768440564.1332738,,,,,,,8.60,,lost
1269,1768440564.4775538,,,,,,,8.68,,lost
1270,1768440564.6542828,,,,,,,8.70,,lost
1276,1768440565.7240071,,,,,,,8.67,,lost
1277,1768440565.919797,,,,,,,8.71,,lost
1278,1768440566.0931194,,,,,,,8.71,,lost
1279,1768440566.269687,,,,,,,8.73,,lost
1280,1768440566.4619265,,,,,,,8.70,,lost
1281,1768440566.6466594,,,,,,,8.69,,lost
1282,1768440566.8170514,,,,,,,8.72,,lost
1283,1768440567.0026102,,,,,,,8.71,,lost
1284,1768440567.2061224,,,,,,,8.69,,lost
1285,1768440567.3702438,,,,,,,8.71,,lost
1286,1768440567.5766745,,,,,,,8.59,,lost
1287,1768440567.7701175,,,,,,,8.54,,lost
1288,1768440567.9190314,,,,,,,8.55,,lost
1289,1768440568.103442,,,,,,,8.51,,lost
1290,1768440568.2620711,,,,,,,8.47,,lost
1291,1768440568.4193506,,,,,,,8.58,,lost
1292,1768440568.5730855,,,,,,,8.66,,lost
1293,1768440568.718008,,,,,,,8.69,,lost
1294,1768440568.860185,,,,,,,8.72,,lost
1295,1768440569.006711,,,,,,,8.78,,lost
1296,1768440569.1506488,,,,,,,8.91,,lost
1297,1768440569.3054976,,,,,,,8.97,,lost
1298,1768440569.4906352,,,,,,,8.99,,lost
1300,1768440569.8344264,,,,,,,8.90,,lost
1301,1768440569.9757645,,,,,,,8.99,,lost
1302,1768440570.1082652,,,,,,,9.08,,lost
1303,1768440570.2627287,,,,,,,9.09,,lost
1304,1768440570.436108,,,,,,,9.12,,lost
1305,1768440570.5982764,,,,,,,9.14,,lost
1306,1768440570.7776828,,,,,,,9.11,,lost
1307,1768440570.916263,,,,,,,9.22,,lost
1308,1768440571.055264,,,,,,,9.29,,lost
1309,1768440571.231568,,,,,,,9.27,,lost
1310,1768440571.4036512,,,,,,,9.30,,lost
1311,1768440571.5658448,,,,,,,9.32,,lost
1312,1768440571.7718558,,,,,,,9.30,,lost
1313,1768440571.9531956,,,,,,,9.30,,lost
1314,1768440572.1223938,,,,,,,9.33,,lost
1315,1768440572.2931774,,,,,,,9.29,,lost
1316,1768440572.4549835,,,,,,,9.44,,lost
1317,1768440572.5992794,,,,,,,9.49,,lost
1318,1768440572.7465663,,,,,,,9.47,,lost
1319,1768440572.892067,,,,,,,9.57,,lost
1320,1768440573.0486817,,,,,,,9.54,,lost
1321,1768440573.2170286,,,,,,,9.49,,lost
1322,1768440573.3799314,,,,,,,9.48,,lost
1323,1768440573.5754974,,,,,,,9.37,,lost
1324,1768440573.7289252,,,,,,,9.36,,lost
1325,1768440573.9367342,,,,,,,9.24,,lost
1328,1768440574.508252,,,,,,,9.04,,lost
1329,1768440574.681838,,,,,,,9.06,,lost
1332,1768440575.1486242,,,,,,,9.02,,lost
1333,1768440575.3295066,,,,,,,8.99,,lost
1334,1768440575.516059,,,,,,,8.94,,lost
1335,1768440575.6959803,,,,,,,8.92,,lost
1340,1768440576.4587812,,,,,,,9.04,,lost
1341,1768440576.6604948,,,,,,,8.96,,lost
1342,1768440576.8113196,,,,,,,9.01,,lost
1343,1768440576.9670324,,,,,,,9.02,,lost
1344,1768440577.1302874,,,,,,,9.04,,lost
1345,1768440577.2880232,,,,,,,9.07,,lost
1353,1768440578.7312922,,,,,,,8.74,,lost
1354,1768440578.9040463,,,,,,,8.71,,lost
1359,1768440579.7643635,,,,,,,8.89,,lost
1360,1768440579.935812,,,,,,,8.92,,lost
1361,1768440580.1160114,,,,,,,8.87,,lost
1379,1768440583.0196714,,,,,,,9.06,,lost
1387,1768440584.384475,,,,,,,9.05,,lost
1389,1768440584.6807692,,,,,,,9.17,,lost
1395,1768440585.7179844,,,,,,,9.06,,lost
1396,1768440585.859566,,,,,,,9.06,,lost
1404,1768440587.136975,,,,,,,9.21,,lost
1405,1768440587.2844048,,,,,,,9.21,,lost
1444,1768440593.6715186,,,,,,,9.24,,lost
1450,1768440594.8184626,,,,,,,9.17,,lost
1452,1768440595.1670585,,,,,,,9.23,,lost
1453,1768440595.3339086,,,,,,,9.29,,lost
1454,1768440595.5160718,,,,,,,9.33,,lost
1455,1768440595.6810389,,,,,,,9.32,,lost
1458,1768440596.2176614,,,,,,,9.06,,lost
1460,1768440596.5304434,,,,,,,8.96,,lost
1462,1768440596.8777637,,,,,,,8.87,,lost
1473,1768440598.9290683,,,,,,,8.38,,lost
1496,1768440602.722209,,,,,,,8.97,,lost
1498,1768440603.0279782,,,,,,,9.07,,lost
1499,1768440603.2502146,,,,,,,9.10,,lost
1500,1768440603.4020424,,,,,,,9.25,,lost
1501,1768440603.5771298,,,,,,,9.28,,lost
1502,1768440603.7605262,,,,,,,9.30,,lost
1503,1768440603.9200962,,,,,,,9.30,,lost
1504,1768440604.095746,,,,,,,9.31,,lost
1505,1768440604.2871222,,,,,,,9.29,,lost
1506,1768440604.4568324,,,,,,,9.29,,lost
1507,1768440604.6205873,,,,,,,9.29,,lost
1508,1768440604.7777421,,,,,,,9.34,,lost
1509,1768440604.9651618,,,,,,,9.27,,lost
1511,1768440605.3248198,,,,,,,9.31,,lost
1512,1768440605.5329175,,,,,,,9.26,,lost
1513,1768440605.7038054,,,,,,,9.25,,lost
1518,1768440606.6815042,,,,,,,8.87,,lost
1519,1768440606.8489697,,,,,,,8.86,,lost
1520,1768440607.0363262,,,,,,,8.85,,lost
1521,1768440607.1721346,,,,,,,8.90,,lost
1522,1768440607.3040779,,,,,,,8.91,,lost
1523,1768440607.488106,,,,,,,8.84,,lost
1524,1768440607.6344693,,,,,,,8.81,,lost
1525,1768440607.7917302,,,,,,,8.85,,lost
1526,1768440607.940871,,,,,,,8.85,,lost
1527,1768440608.1311014,,,,,,,8.74,,lost
1528,1768440608.319041,,,,,,,8.70,,lost
1529,1768440608.4920888,,,,,,,8.67,,lost
1530,1768440608.6785197,,,,,,,8.58,,lost
1531,1768440608.847573,,,,,,,8.56,,lost
1532,1768440609.0180287,,,,,,,8.60,,lost
1533,1768440609.1945848,,,,,,,8.58,,lost
1534,1768440609.3390503,,,,,,,8.64,,lost
1535,1768440609.5210693,,,,,,,8.64,,lost
1536,1768440609.6747303,,,,,,,8.64,,lost
1537,1768440609.8952377,,,,,,,8.55,,lost
1538,1768440610.0683756,,,,,,,8.54,,lost
1539,1768440610.2622137,,,,,,,8.60,,lost
1540,1768440610.512845,,,,,,,8.50,,lost
1541,1768440610.7360024,,,,,,,8.42,,lost
1542,1768440610.917734,,,,,,,8.46,,lost
1543,1768440611.1053076,,,,,,,8.40,,lost
1544,1768440611.2909176,,,,,,,8.37,,lost
1545,1768440611.454162,,,,,,,8.40,,lost
1546,1768440611.6226985,,,,,,,8.41,,lost
1547,1768440611.8102,,,,,,,8.52,,lost
1548,1768440611.9871922,,,,,,,8.59,,lost
1549,1768440612.1512222,,,,,,,8.62,,lost
1550,1768440612.3556743,,,,,,,8.58,,lost
1551,1768440612.5458117,,,,,,,8.49,,lost
1553,1768440612.9071121,,,,,,,8.42,,lost
1554,1768440613.0988052,,,,,,,8.39,,lost
1559,1768440613.973768,,,,,,,8.45,,lost
1570,1768440615.7955344,,,,,,,8.76,,lost
1571,1768440615.977055,,,,,,,8.81,,lost
1572,1768440616.1516836,,,,,,,8.82,,lost
1573,1768440616.3547375,,,,,,,8.83,,lost
1578,1768440617.3345618,,,,,,,8.62,,lost
1579,1768440617.5256658,,,,,,,8.52,,lost
1580,1768440617.7248597,,,,,,,8.54,,lost
1581,1768440617.936035,,,,,,,8.49,,lost
1586,1768440618.8001533,,,,,,,8.49,,lost
1587,1768440618.9689362,,,,,,,8.56,,lost
1588,1768440619.1216903,,,,,,,8.56,,lost
1589,1768440619.3072798,,,,,,,8.57,,lost
1594,1768440620.0763526,,,,,,,8.63,,lost
1595,1768440620.2422502,,,,,,,8.60,,lost
1596,1768440620.4225762,,,,,,,8.56,,lost
1597,1768440620.565092,,,,,,,8.58,,lost
1598,1768440620.7005448,,,,,,,8.66,,lost
1599,1768440620.8376386,,,,,,,8.71,,lost
1600,1768440620.9792593,,,,,,,8.79,,lost
1601,1768440621.125566,,,,,,,8.83,,lost
1602,1768440621.27697,,,,,,,8.90,,lost
1603,1768440621.4025154,,,,,,,9.02,,lost
1604,1768440621.5660021,,,,,,,9.13,,lost
1605,1768440621.7192497,,,,,,,9.22,,lost
1606,1768440621.8899984,,,,,,,9.23,,lost
1607,1768440622.0922396,,,,,,,9.15,,lost
1608,1768440622.2460468,,,,,,,9.27,,lost
1609,1768440622.395103,,,,,,,9.39,,lost
1610,1768440622.5340564,,,,,,,9.52,,lost
1611,1768440622.6936061,,,,,,,9.66,,lost
1612,1768440622.864491,,,,,,,9.70,,lost
1613,1768440623.0429583,,,,,,,9.65,,lost
1614,1768440623.2509787,,,,,,,9.57,,lost
1615,1768440623.4202845,,,,,,,9.52,,lost
1616,1768440623.636144,,,,,,,9.40,,lost
1617,1768440623.7758706,,,,,,,9.46,,lost
1618,1768440623.9090893,,,,,,,9.50,,lost
1619,1768440624.107015,,,,,,,9.43,,lost
1620,1768440624.2907908,,,,,,,9.33,,lost
1621,1768440624.4839892,,,,,,,9.21,,lost
1622,1768440624.63802,,,,,,,9.19,,lost
1623,1768440624.8024397,,,,,,,9.22,,lost
1624,1768440624.9744651,,,,,,,9.17,,lost
1625,1768440625.186322,,,,,,,9.02,,lost
1626,1768440625.3616323,,,,,,,9.03,,lost
1627,1768440625.522082,,,,,,,9.01,,lost
1628,1768440625.7207294,,,,,,,8.91,,lost
1629,1768440625.9103625,,,,,,,8.83,,lost
1630,1768440626.0840633,,,,,,,8.73,,lost
1631,1768440626.2610972,,,,,,,8.68,,lost
1632,1768440626.4124165,,,,,,,8.68,,lost
1633,1768440626.6082919,,,,,,,8.59,,lost
1634,1768440626.7830744,,,,,,,8.59,,lost
1635,1768440626.958109,,,,,,,8.57,,lost
1636,1768440627.1724792,,,,,,,8.49,,lost
1637,1768440627.3612761,,,,,,,8.54,,lost
1638,1768440627.5821664,,,,,,,8.37,,lost
1639,1768440627.7677407,,,,,,,8.34,,lost
1640,1768440627.9170952,,,,,,,8.32,,lost
1641,1768440628.0750709,,,,,,,8.33,,lost
1642,1768440628.2412858,,,,,,,8.33,,lost
1643,1768440628.3943222,,,,,,,8.40,,lost
1644,1768440628.5985494,,,,,,,8.44,,lost
1645,1768440628.7747996,,,,,,,8.45,,lost
1646,1768440628.956122,,,,,,,8.51,,lost
1647,1768440629.1608763,,,,,,,8.41,,lost
1648,1768440629.3320694,,,,,,,8.36,,lost
1649,1768440629.5197768,,,,,,,8.42,,lost
1650,1768440629.685104,,,,,,,8.47,,lost
1651,1768440629.8388503,,,,,,,8.57,,lost
1652,1768440629.9973938,,,,,,,8.58,,lost
1653,1768440630.1859004,,,,,,,8.53,,lost
1654,1768440630.3570516,,,,,,,8.55,,lost
1655,1768440630.5221014,,,,,,,8.70,,lost
1656,1768440630.7411506,,,,,,,8.59,,lost
1657,1768440630.925839,,,,,,,8.56,,lost
1658,1768440631.0866315,,,,,,,8.61,,lost
1659,1768440631.2516422,,,,,,,8.66,,lost
1660,1768440631.4311483,,,,,,,8.65,,lost
1661,1768440631.6124566,,,,,,,8.67,,lost
1662,1768440631.8400245,,,,,,,8.50,,lost
1663,1768440632.038051,,,,,,,8.49,,lost
1664,1768440632.2224674,,,,,,,8.48,,lost
1665,1768440632.4012165,,,,,,,8.46,,lost
1666,1768440632.564826,,,,,,,8.56,,lost
1667,1768440632.7782903,,,,,,,8.49,,lost
1668,1768440632.9654207,,,,,,,8.60,,lost
1669,1768440633.1228776,,,,,,,8.65,,lost
1670,1768440633.3073757,,,,,,,8.55,,lost
1671,1768440633.457115,,,,,,,8.55,,lost
1672,1768440633.6140926,,,,,,,8.56,,lost
1673,1768440633.7541785,,,,,,,8.56,,lost
1674,1768440633.9290872,,,,,,,8.60,,lost
1675,1768440634.0973206,,,,,,,8.61,,lost
1676,1768440634.2862902,,,,,,,8.55,,lost
1677,1768440634.4931889,,,,,,,8.55,,lost
1678,1768440634.6895409,,,,,,,8.51,,lost
1679,1768440634.8457406,,,,,,,8.55,,lost
1680,1768440635.0072267,,,,,,,8.59,,lost
1681,1768440635.171089,,,,,,,8.57,,lost
1682,1768440635.3371584,,,,,,,8.55,,lost
1683,1768440635.503975,,,,,,,8.58,,lost
1684,1768440635.6786728,,,,,,,8.60,,lost
1685,1768440635.847246,,,,,,,8.56,,lost
1686,1768440636.0282402,,,,,,,8.68,,lost
1687,1768440636.2150636,,,,,,,8.69,,lost
1688,1768440636.38428,,,,,,,8.69,,lost
1689,1768440636.5631583,,,,,,,8.66,,lost
1690,1768440636.7333994,,,,,,,8.71,,lost
1691,1768440636.9593902,,,,,,,8.67,,lost
1692,1768440637.1253142,,,,,,,8.79,,lost
1693,1768440637.3081748,,,,,,,8.83,,lost
1694,1768440637.5022972,,,,,,,8.88,,lost
1695,1768440637.6834164,,,,,,,8.87,,lost
1696,1768440637.832059,,,,,,,8.89,,lost
1697,1768440638.0162897,,,,,,,8.92,,lost
1698,1768440638.2131836,,,,,,,8.89,,lost
1699,1768440638.3834677,,,,,,,8.84,,lost
1700,1768440638.5213976,,,,,,,8.96,,lost
1701,1768440638.6667278,,,,,,,8.97,,lost
1703,1768440638.9718413,,,,,,,9.00,,lost
1704,1768440639.105797,,,,,,,9.07,,lost
1705,1768440639.3237693,,,,,,,8.98,,lost
1706,1768440639.5040889,,,,,,,9.05,,lost
1707,1768440639.677146,,,,,,,9.11,,lost
1708,1768440639.8763776,,,,,,,9.10,,lost
1710,1768440640.2366211,,,,,,,8.97,,lost
1711,1768440640.4181306,,,,,,,8.94,,lost
1712,1768440640.6115623,,,,,,,8.89,,lost
1713,1768440640.7949538,,,,,,,8.90,,lost
1714,1768440640.9716647,,,,,,,8.88,,lost
1715,1768440641.1355886,,,,,,,8.94,,lost
1716,1768440641.3280766,,,,,,,8.86,,lost
1717,1768440641.524828,,,,,,,8.85,,lost
1718,1768440641.7244074,,,,,,,8.78,,lost
1719,1768440641.90094,,,,,,,8.80,,lost
1720,1768440642.122072,,,,,,,8.71,,lost
1721,1768440642.3015134,,,,,,,8.73,,lost
1722,1768440642.506211,,,,,,,8.69,,lost
1723,1768440642.7036018,,,,,,,8.66,,lost
1724,1768440642.8839204,,,,,,,8.63,,lost
1725,1768440643.063598,,,,,,,8.64,,lost
1726,1768440643.2251446,,,,,,,8.62,,lost
1727,1768440643.3831148,,,,,,,8.69,,lost
1728,1768440643.538573,,,,,,,8.74,,lost
1729,1768440643.7721047,,,,,,,8.65,,lost
1730,1768440643.9938807,,,,,,,8.54,,lost
1731,1768440644.1663527,,,,,,,8.51,,lost
1732,1768440644.4027064,,,,,,,8.39,,lost
1733,1768440644.5743785,,,,,,,8.35,,lost
1734,1768440644.737922,,,,,,,8.29,,lost
1735,1768440644.9239333,,,,,,,8.35,,lost
1736,1768440645.102217,,,,,,,8.34,,lost
1737,1768440645.2690856,,,,,,,8.35,,lost
1738,1768440645.4433856,,,,,,,8.38,,lost
1739,1768440645.6258805,,,,,,,8.39,,lost
1740,1768440645.817563,,,,,,,8.35,,lost
1741,1768440646.0096612,,,,,,,8.37,,lost
1742,1768440646.2111862,,,,,,,8.33,,lost
1743,1768440646.3667843,,,,,,,8.33,,lost
1744,1768440646.5213823,,,,,,,8.35,,lost
1745,1768440646.671999,,,,,,,8.33,,lost
1746,1768440646.8248696,,,,,,,8.42,,lost
1747,1768440647.0045333,,,,,,,8.42,,lost
1748,1768440647.1754303,,,,,,,8.46,,lost
1749,1768440647.3294883,,,,,,,8.48,,lost
1750,1768440647.5035746,,,,,,,8.56,,lost
1751,1768440647.7085795,,,,,,,8.58,,lost
1752,1768440647.8847022,,,,,,,8.60,,lost
1754,1768440648.2459767,,,,,,,8.63,,lost
1756,1768440648.6077242,,,,,,,8.57,,lost
1757,1768440648.8026175,,,,,,,8.49,,lost
1758,1768440649.0158474,,,,,,,8.37,,lost
1759,1768440649.1983705,,,,,,,8.45,,lost
1760,1768440649.3467095,,,,,,,8.56,,lost
1761,1768440649.4957166,,,,,,,8.59,,lost
1762,1768440649.705945,,,,,,,8.55,,lost
1763,1768440649.9000432,,,,,,,8.59,,lost
1764,1768440650.082552,,,,,,,8.54,,lost
1765,1768440650.2596498,,,,,,,8.55,,lost
1766,1768440650.4319587,,,,,,,8.58,,lost
1767,1768440650.62923,,,,,,,8.51,,lost
1768,1768440650.8032415,,,,,,,8.51,,lost
1769,1768440650.9637036,,,,,,,8.54,,lost
1770,1768440651.1709876,,,,,,,8.51,,lost
1771,1768440651.3758047,,,,,,,8.44,,lost
1772,1768440651.5450606,,,,,,,8.51,,lost
1773,1768440651.7359614,,,,,,,8.45,,lost
1774,1768440651.918108,,,,,,,8.39,,lost
1775,1768440652.1096816,,,,,,,8.37,,lost
1776,1768440652.342724,,,,,,,8.20,,lost
1777,1768440652.522009,,,,,,,8.21,,lost
1778,1768440652.6841989,,,,,,,8.23,,lost
1779,1768440652.8422008,,,,,,,8.21,,lost
1780,1768440653.02358,,,,,,,8.20,,lost
1781,1768440653.2281995,,,,,,,8.16,,lost
1782,1768440653.3870199,,,,,,,8.18,,lost
1783,1768440653.5704706,,,,,,,8.15,,lost
1784,1768440653.794935,,,,,,,8.11,,lost
1785,1768440653.9426694,,,,,,,8.16,,lost
1786,1768440654.1137664,,,,,,,8.19,,lost
1787,1768440654.3010674,,,,,,,8.26,,lost
1788,1768440654.4473996,,,,,,,8.42,,lost
1789,1768440654.6193836,,,,,,,8.39,,lost
1790,1768440654.7590392,,,,,,,8.39,,lost
1791,1768440654.9309654,,,,,,,8.37,,lost
1792,1768440655.0827863,,,,,,,8.48,,lost
1793,1768440655.2401,,,,,,,8.45,,lost
1794,1768440655.3834615,,,,,,,8.54,,lost
1795,1768440655.5467565,,,,,,,8.54,,lost
1796,1768440655.713497,,,,,,,8.51,,lost
1797,1768440655.9152462,,,,,,,8.50,,lost
1798,1768440656.089019,,,,,,,8.50,,lost
1799,1768440656.2590094,,,,,,,8.49,,lost
1801,1768440656.6262856,,,,,,,8.62,,lost
1802,1768440656.828681,,,,,,,8.58,,lost
1803,1768440657.0235612,,,,,,,8.60,,lost
1804,1768440657.2187562,,,,,,,8.59,,lost
1805,1768440657.39726,,,,,,,8.58,,lost
1806,1768440657.581636,,,,,,,8.76,,lost
1807,1768440657.7499447,,,,,,,8.78,,lost
1808,1768440657.9261906,,,,,,,8.73,,lost
1809,1768440658.1570964,,,,,,,8.67,,lost
1810,1768440658.3433871,,,,,,,8.64,,lost
1811,1768440658.5123746,,,,,,,8.69,,lost
1812,1768440658.7028499,,,,,,,8.64,,lost
1813,1768440658.9187562,,,,,,,8.59,,lost
1814,1768440659.0887187,,,,,,,8.65,,lost
1815,1768440659.2829826,,,,,,,8.59,,lost
1817,1768440659.6196015,,,,,,,8.57,,lost
1819,1768440659.9811683,,,,,,,8.52,,lost
1820,1768440660.1356635,,,,,,,8.50,,lost
1821,1768440660.335907,,,,,,,8.45,,lost
1822,1768440660.5430105,,,,,,,8.41,,lost
1825,1768440661.123266,,,,,,,8.30,,lost
1826,1768440661.3072648,,,,,,,8.29,,lost
1827,1768440661.522714,,,,,,,8.31,,lost
1828,1768440661.7667918,,,,,,,8.17,,lost
1829,1768440661.949092,,,,,,,8.18,,lost
1830,1768440662.1245966,,,,,,,8.18,,lost
1831,1768440662.32187,,,,,,,8.15,,lost
1832,1768440662.5090022,,,,,,,8.19,,lost
1833,1768440662.7108471,,,,,,,8.17,,lost
1834,1768440662.9014792,,,,,,,8.21,,lost
1835,1768440663.1023595,,,,,,,8.13,,lost
1836,1768440663.3296256,,,,,,,8.02,,lost
1837,1768440663.4820642,,,,,,,8.08,,lost
1838,1768440663.655146,,,,,,,8.11,,lost
1839,1768440663.847804,,,,,,,8.12,,lost
1840,1768440664.086094,,,,,,,8.05,,lost
